Set;instance;Seed;LRCSize;MaxHCIterations;TimeLimit[s];BestFO;
4;BEP-1-4-4-3-i6;10;0.1;20;30;16;
4;BEP-1-4-4-3-i6;10;0.1;50;30;16;
4;BEP-1-4-4-3-i6;10;0.1;100;30;16;
4;BEP-1-4-4-3-i6;10;0.3;20;30;16;
4;BEP-1-4-4-3-i6;10;0.3;50;30;16;
4;BEP-1-4-4-3-i6;10;0.3;100;30;16;
4;BEP-1-4-4-3-i6;10;0.5;20;30;16;
4;BEP-1-4-4-3-i6;10;0.5;50;30;16;
4;BEP-1-4-4-3-i6;10;0.5;100;30;16;
4;BEP-1-4-4-3-i7;4;0.1;20;30;30;
4;BEP-1-4-4-3-i7;4;0.1;50;30;30;
4;BEP-1-4-4-3-i7;4;0.1;100;30;30;
4;BEP-1-4-4-3-i7;4;0.3;20;30;21;
4;BEP-1-4-4-3-i7;4;0.3;50;30;21;
4;BEP-1-4-4-3-i7;4;0.3;100;30;21;
4;BEP-1-4-4-3-i7;4;0.5;20;30;21;
4;BEP-1-4-4-3-i7;4;0.5;50;30;21;
4;BEP-1-4-4-3-i7;4;0.5;100;30;21;
4;BEP-1-4-4-3-i7;6;0.1;20;30;30;
4;BEP-1-4-4-3-i7;6;0.1;50;30;30;
4;BEP-1-4-4-3-i7;6;0.1;100;30;30;
4;BEP-1-4-4-3-i7;6;0.3;20;30;21;
4;BEP-1-4-4-3-i7;6;0.3;50;30;21;
4;BEP-1-4-4-3-i7;6;0.3;100;30;21;
4;BEP-1-4-4-3-i7;6;0.5;20;30;21;
4;BEP-1-4-4-3-i7;6;0.5;50;30;21;
4;BEP-1-4-4-3-i7;6;0.5;100;30;21;
4;BEP-1-4-4-3-i7;8;0.1;20;30;30;
4;BEP-1-4-4-3-i7;8;0.1;50;30;30;
4;BEP-1-4-4-3-i7;8;0.1;100;30;30;
4;BEP-1-4-4-3-i7;8;0.3;20;30;21;
4;BEP-1-4-4-3-i7;8;0.3;50;30;21;
4;BEP-1-4-4-3-i7;8;0.3;100;30;21;
4;BEP-1-4-4-3-i7;8;0.5;20;30;21;
4;BEP-1-4-4-3-i7;8;0.5;50;30;21;
4;BEP-1-4-4-3-i7;8;0.5;100;30;21;
4;BEP-1-4-4-3-i7;10;0.1;20;30;30;
4;BEP-1-4-4-3-i7;10;0.1;50;30;30;
4;BEP-1-4-4-3-i7;10;0.1;100;30;30;
4;BEP-1-4-4-3-i7;10;0.3;20;30;21;
4;BEP-1-4-4-3-i7;10;0.3;50;30;21;
4;BEP-1-4-4-3-i7;10;0.3;100;30;21;
4;BEP-1-4-4-3-i7;10;0.5;20;30;21;
4;BEP-1-4-4-3-i7;10;0.5;50;30;21;
4;BEP-1-4-4-3-i7;10;0.5;100;30;21;
4;BEP-1-4-4-3-i8;4;0.1;20;30;21;
4;BEP-1-4-4-3-i8;4;0.1;50;30;21;
4;BEP-1-4-4-3-i8;4;0.1;100;30;21;
4;BEP-1-4-4-3-i8;4;0.3;20;30;20;
4;BEP-1-4-4-3-i8;4;0.3;50;30;20;
4;BEP-1-4-4-3-i8;4;0.3;100;30;20;
4;BEP-1-4-4-3-i8;4;0.5;20;30;20;
4;BEP-1-4-4-3-i8;4;0.5;50;30;20;
4;BEP-1-4-4-3-i8;4;0.5;100;30;20;
4;BEP-1-4-4-3-i8;6;0.1;20;30;21;
4;BEP-1-4-4-3-i8;6;0.1;50;30;21;
4;BEP-1-4-4-3-i8;6;0.1;100;30;21;
4;BEP-1-4-4-3-i8;6;0.3;20;30;20;
4;BEP-1-4-4-3-i8;6;0.3;50;30;20;
4;BEP-1-4-4-3-i8;6;0.3;100;30;20;
4;BEP-1-4-4-3-i8;6;0.5;20;30;20;
4;BEP-1-4-4-3-i8;6;0.5;50;30;20;
4;BEP-1-4-4-3-i8;6;0.5;100;30;20;
4;BEP-1-4-4-3-i8;8;0.1;20;30;21;
4;BEP-1-4-4-3-i8;8;0.1;50;30;21;
4;BEP-1-4-4-3-i8;8;0.1;100;30;21;
4;BEP-1-4-4-3-i8;8;0.3;20;30;20;
4;BEP-1-4-4-3-i8;8;0.3;50;30;20;
4;BEP-1-4-4-3-i8;8;0.3;100;30;20;
4;BEP-1-4-4-3-i8;8;0.5;20;30;20;
4;BEP-1-4-4-3-i8;8;0.5;50;30;20;
4;BEP-1-4-4-3-i8;8;0.5;100;30;20;
4;BEP-1-4-4-3-i8;10;0.1;20;30;21;
4;BEP-1-4-4-3-i8;10;0.1;50;30;21;
4;BEP-1-4-4-3-i8;10;0.1;100;30;21;
4;BEP-1-4-4-3-i8;10;0.3;20;30;20;
4;BEP-1-4-4-3-i8;10;0.3;50;30;20;
4;BEP-1-4-4-3-i8;10;0.3;100;30;20;
4;BEP-1-4-4-3-i8;10;0.5;20;30;20;
4;BEP-1-4-4-3-i8;10;0.5;50;30;20;
4;BEP-1-4-4-3-i8;10;0.5;100;30;20;
4;BEP-1-4-4-3-i9;4;0.1;20;30;21;
4;BEP-1-4-4-3-i9;4;0.1;50;30;21;
4;BEP-1-4-4-3-i9;4;0.1;100;30;21;
4;BEP-1-4-4-3-i9;4;0.3;20;30;21;
4;BEP-1-4-4-3-i9;4;0.3;50;30;21;
4;BEP-1-4-4-3-i9;4;0.3;100;30;21;
4;BEP-1-4-4-3-i9;4;0.5;20;30;19;
4;BEP-1-4-4-3-i9;4;0.5;50;30;19;
4;BEP-1-4-4-3-i9;4;0.5;100;30;19;
4;BEP-1-4-4-3-i9;6;0.1;20;30;21;
4;BEP-1-4-4-3-i9;6;0.1;50;30;21;
4;BEP-1-4-4-3-i9;6;0.1;100;30;21;
4;BEP-1-4-4-3-i9;6;0.3;20;30;21;
4;BEP-1-4-4-3-i9;6;0.3;50;30;21;
4;BEP-1-4-4-3-i9;6;0.3;100;30;21;
4;BEP-1-4-4-3-i9;6;0.5;20;30;19;
4;BEP-1-4-4-3-i9;6;0.5;50;30;19;
4;BEP-1-4-4-3-i9;6;0.5;100;30;19;
4;BEP-1-4-4-3-i9;8;0.1;20;30;21;
4;BEP-1-4-4-3-i9;8;0.1;50;30;21;
4;BEP-1-4-4-3-i9;8;0.1;100;30;21;
4;BEP-1-4-4-3-i9;8;0.3;20;30;21;
4;BEP-1-4-4-3-i9;8;0.3;50;30;21;
4;BEP-1-4-4-3-i9;8;0.3;100;30;21;
4;BEP-1-4-4-3-i9;8;0.5;20;30;19;
4;BEP-1-4-4-3-i9;8;0.5;50;30;19;
4;BEP-1-4-4-3-i9;8;0.5;100;30;19;
4;BEP-1-4-4-3-i9;10;0.1;20;30;21;
4;BEP-1-4-4-3-i9;10;0.1;50;30;21;
4;BEP-1-4-4-3-i9;10;0.1;100;30;21;
4;BEP-1-4-4-3-i9;10;0.3;20;30;21;
4;BEP-1-4-4-3-i9;10;0.3;50;30;21;
4;BEP-1-4-4-3-i9;10;0.3;100;30;21;
4;BEP-1-4-4-3-i9;10;0.5;20;30;19;
4;BEP-1-4-4-3-i9;10;0.5;50;30;19;
4;BEP-1-4-4-3-i9;10;0.5;100;30;19;
4;BEP-1-4-4-3-i10;4;0.1;20;30;31;
4;BEP-1-4-4-3-i10;4;0.1;50;30;31;
4;BEP-1-4-4-3-i10;4;0.1;100;30;31;
4;BEP-1-4-4-3-i10;4;0.3;20;30;25;
4;BEP-1-4-4-3-i10;4;0.3;50;30;25;
4;BEP-1-4-4-3-i10;4;0.3;100;30;25;
4;BEP-1-4-4-3-i10;4;0.5;20;30;24;
4;BEP-1-4-4-3-i10;4;0.5;50;30;24;
4;BEP-1-4-4-3-i10;4;0.5;100;30;24;
4;BEP-1-4-4-3-i10;6;0.1;20;30;31;
4;BEP-1-4-4-3-i10;6;0.1;50;30;31;
4;BEP-1-4-4-3-i10;6;0.1;100;30;31;
4;BEP-1-4-4-3-i10;6;0.3;20;30;25;
4;BEP-1-4-4-3-i10;6;0.3;50;30;25;
4;BEP-1-4-4-3-i10;6;0.3;100;30;25;
4;BEP-1-4-4-3-i10;6;0.5;20;30;24;
4;BEP-1-4-4-3-i10;6;0.5;50;30;24;
4;BEP-1-4-4-3-i10;6;0.5;100;30;24;
4;BEP-1-4-4-3-i10;8;0.1;20;30;31;
4;BEP-1-4-4-3-i10;8;0.1;50;30;31;
4;BEP-1-4-4-3-i10;8;0.1;100;30;31;
4;BEP-1-4-4-3-i10;8;0.3;20;30;25;
4;BEP-1-4-4-3-i10;8;0.3;50;30;25;
4;BEP-1-4-4-3-i10;8;0.3;100;30;25;
4;BEP-1-4-4-3-i10;8;0.5;20;30;24;
4;BEP-1-4-4-3-i10;8;0.5;50;30;24;
4;BEP-1-4-4-3-i10;8;0.5;100;30;24;
4;BEP-1-4-4-3-i10;10;0.1;20;30;31;
4;BEP-1-4-4-3-i10;10;0.1;50;30;31;
4;BEP-1-4-4-3-i10;10;0.1;100;30;31;
4;BEP-1-4-4-3-i10;10;0.3;20;30;25;
4;BEP-1-4-4-3-i10;10;0.3;50;30;25;
4;BEP-1-4-4-3-i10;10;0.3;100;30;25;
4;BEP-1-4-4-3-i10;10;0.5;20;30;24;
4;BEP-1-4-4-3-i10;10;0.5;50;30;24;
4;BEP-1-4-4-3-i10;10;0.5;100;30;24;
5;BEP-1-5-5-3-i1;4;0.1;20;30;24;
5;BEP-1-5-5-3-i1;4;0.1;50;30;24;
5;BEP-1-5-5-3-i1;4;0.1;100;30;24;
5;BEP-1-5-5-3-i1;4;0.3;20;30;22;
5;BEP-1-5-5-3-i1;4;0.3;50;30;22;
5;BEP-1-5-5-3-i1;4;0.3;100;30;22;
5;BEP-1-5-5-3-i1;4;0.5;20;30;24;
5;BEP-1-5-5-3-i1;4;0.5;50;30;24;
5;BEP-1-5-5-3-i1;4;0.5;100;30;24;
5;BEP-1-5-5-3-i1;6;0.1;20;30;24;
5;BEP-1-5-5-3-i1;6;0.1;50;30;24;
5;BEP-1-5-5-3-i1;6;0.1;100;30;24;
5;BEP-1-5-5-3-i1;6;0.3;20;30;22;
5;BEP-1-5-5-3-i1;6;0.3;50;30;22;
5;BEP-1-5-5-3-i1;6;0.3;100;30;22;
5;BEP-1-5-5-3-i1;6;0.5;20;30;25;
5;BEP-1-5-5-3-i1;6;0.5;50;30;25;
5;BEP-1-5-5-3-i1;6;0.5;100;30;25;
5;BEP-1-5-5-3-i1;8;0.1;20;30;24;
5;BEP-1-5-5-3-i1;8;0.1;50;30;24;
5;BEP-1-5-5-3-i1;8;0.1;100;30;24;
5;BEP-1-5-5-3-i1;8;0.3;20;30;22;
5;BEP-1-5-5-3-i1;8;0.3;50;30;22;
5;BEP-1-5-5-3-i1;8;0.3;100;30;22;
5;BEP-1-5-5-3-i1;8;0.5;20;30;24;
5;BEP-1-5-5-3-i1;8;0.5;50;30;24;
5;BEP-1-5-5-3-i1;8;0.5;100;30;24;
5;BEP-1-5-5-3-i1;10;0.1;20;30;24;
5;BEP-1-5-5-3-i1;10;0.1;50;30;24;
5;BEP-1-5-5-3-i1;10;0.1;100;30;24;
5;BEP-1-5-5-3-i1;10;0.3;20;30;22;
5;BEP-1-5-5-3-i1;10;0.3;50;30;22;
5;BEP-1-5-5-3-i1;10;0.3;100;30;22;
5;BEP-1-5-5-3-i1;10;0.5;20;30;24;
5;BEP-1-5-5-3-i1;10;0.5;50;30;24;
5;BEP-1-5-5-3-i1;10;0.5;100;30;24;
5;BEP-1-5-5-3-i2;4;0.1;20;30;24;
5;BEP-1-5-5-3-i2;4;0.1;50;30;24;
5;BEP-1-5-5-3-i2;4;0.1;100;30;24;
5;BEP-1-5-5-3-i2;4;0.3;20;30;23;
5;BEP-1-5-5-3-i2;4;0.3;50;30;23;
5;BEP-1-5-5-3-i2;4;0.3;100;30;23;
5;BEP-1-5-5-3-i2;4;0.5;20;30;23;
5;BEP-1-5-5-3-i2;4;0.5;50;30;23;
5;BEP-1-5-5-3-i2;4;0.5;100;30;23;
5;BEP-1-5-5-3-i2;6;0.1;20;30;24;
5;BEP-1-5-5-3-i2;6;0.1;50;30;24;
5;BEP-1-5-5-3-i2;6;0.1;100;30;24;
5;BEP-1-5-5-3-i2;6;0.3;20;30;23;
5;BEP-1-5-5-3-i2;6;0.3;50;30;23;
5;BEP-1-5-5-3-i2;6;0.3;100;30;23;
5;BEP-1-5-5-3-i2;6;0.5;20;30;23;
5;BEP-1-5-5-3-i2;6;0.5;50;30;23;
5;BEP-1-5-5-3-i2;6;0.5;100;30;23;
5;BEP-1-5-5-3-i2;8;0.1;20;30;24;
5;BEP-1-5-5-3-i2;8;0.1;50;30;24;
5;BEP-1-5-5-3-i2;8;0.1;100;30;24;
5;BEP-1-5-5-3-i2;8;0.3;20;30;23;
5;BEP-1-5-5-3-i2;8;0.3;50;30;23;
5;BEP-1-5-5-3-i2;8;0.3;100;30;23;
5;BEP-1-5-5-3-i2;8;0.5;20;30;23;
5;BEP-1-5-5-3-i2;8;0.5;50;30;23;
5;BEP-1-5-5-3-i2;8;0.5;100;30;23;
5;BEP-1-5-5-3-i2;10;0.1;20;30;24;
5;BEP-1-5-5-3-i2;10;0.1;50;30;24;
5;BEP-1-5-5-3-i2;10;0.1;100;30;24;
5;BEP-1-5-5-3-i2;10;0.3;20;30;23;
5;BEP-1-5-5-3-i2;10;0.3;50;30;23;
5;BEP-1-5-5-3-i2;10;0.3;100;30;23;
5;BEP-1-5-5-3-i2;10;0.5;20;30;23;
5;BEP-1-5-5-3-i2;10;0.5;50;30;23;
5;BEP-1-5-5-3-i2;10;0.5;100;30;23;
5;BEP-1-5-5-3-i3;4;0.1;20;30;44;
5;BEP-1-5-5-3-i3;4;0.1;50;30;44;
5;BEP-1-5-5-3-i3;4;0.1;100;30;44;
5;BEP-1-5-5-3-i3;4;0.3;20;30;41;
5;BEP-1-5-5-3-i3;4;0.3;50;30;41;
5;BEP-1-5-5-3-i3;4;0.3;100;30;41;
5;BEP-1-5-5-3-i3;4;0.5;20;30;42;
5;BEP-1-5-5-3-i3;4;0.5;50;30;42;
5;BEP-1-5-5-3-i3;4;0.5;100;30;42;
5;BEP-1-5-5-3-i3;6;0.1;20;30;44;
5;BEP-1-5-5-3-i3;6;0.1;50;30;44;
5;BEP-1-5-5-3-i3;6;0.1;100;30;44;
5;BEP-1-5-5-3-i3;6;0.3;20;30;41;
5;BEP-1-5-5-3-i3;6;0.3;50;30;41;
5;BEP-1-5-5-3-i3;6;0.3;100;30;41;
5;BEP-1-5-5-3-i3;6;0.5;20;30;42;
5;BEP-1-5-5-3-i3;6;0.5;50;30;42;
5;BEP-1-5-5-3-i3;6;0.5;100;30;42;
5;BEP-1-5-5-3-i3;8;0.1;20;30;44;
5;BEP-1-5-5-3-i3;8;0.1;50;30;44;
5;BEP-1-5-5-3-i3;8;0.1;100;30;44;
5;BEP-1-5-5-3-i3;8;0.3;20;30;41;
5;BEP-1-5-5-3-i3;8;0.3;50;30;41;
5;BEP-1-5-5-3-i3;8;0.3;100;30;41;
5;BEP-1-5-5-3-i3;8;0.5;20;30;42;
5;BEP-1-5-5-3-i3;8;0.5;50;30;42;
5;BEP-1-5-5-3-i3;8;0.5;100;30;42;
5;BEP-1-5-5-3-i3;10;0.1;20;30;44;
5;BEP-1-5-5-3-i3;10;0.1;50;30;44;
5;BEP-1-5-5-3-i3;10;0.1;100;30;44;
5;BEP-1-5-5-3-i3;10;0.3;20;30;41;
5;BEP-1-5-5-3-i3;10;0.3;50;30;41;
5;BEP-1-5-5-3-i3;10;0.3;100;30;41;
5;BEP-1-5-5-3-i3;10;0.5;20;30;41;
5;BEP-1-5-5-3-i3;10;0.5;50;30;41;
5;BEP-1-5-5-3-i3;10;0.5;100;30;41;
5;BEP-1-5-5-3-i4;4;0.1;20;30;48;
5;BEP-1-5-5-3-i4;4;0.1;50;30;48;
5;BEP-1-5-5-3-i4;4;0.1;100;30;48;
5;BEP-1-5-5-3-i4;4;0.3;20;30;46;
5;BEP-1-5-5-3-i4;4;0.3;50;30;46;
5;BEP-1-5-5-3-i4;4;0.3;100;30;46;
5;BEP-1-5-5-3-i4;4;0.5;20;30;46;
5;BEP-1-5-5-3-i4;4;0.5;50;30;46;
5;BEP-1-5-5-3-i4;4;0.5;100;30;46;
5;BEP-1-5-5-3-i4;6;0.1;20;30;48;
5;BEP-1-5-5-3-i4;6;0.1;50;30;48;
5;BEP-1-5-5-3-i4;6;0.1;100;30;48;
5;BEP-1-5-5-3-i4;6;0.3;20;30;46;
5;BEP-1-5-5-3-i4;6;0.3;50;30;46;
5;BEP-1-5-5-3-i4;6;0.3;100;30;46;
5;BEP-1-5-5-3-i4;6;0.5;20;30;46;
5;BEP-1-5-5-3-i4;6;0.5;50;30;46;
5;BEP-1-5-5-3-i4;6;0.5;100;30;46;
5;BEP-1-5-5-3-i4;8;0.1;20;30;48;
5;BEP-1-5-5-3-i4;8;0.1;50;30;48;
5;BEP-1-5-5-3-i4;8;0.1;100;30;48;
5;BEP-1-5-5-3-i4;8;0.3;20;30;46;
5;BEP-1-5-5-3-i4;8;0.3;50;30;46;
5;BEP-1-5-5-3-i4;8;0.3;100;30;46;
5;BEP-1-5-5-3-i4;8;0.5;20;30;46;
5;BEP-1-5-5-3-i4;8;0.5;50;30;46;
5;BEP-1-5-5-3-i4;8;0.5;100;30;46;
5;BEP-1-5-5-3-i4;10;0.1;20;30;48;
5;BEP-1-5-5-3-i4;10;0.1;50;30;48;
5;BEP-1-5-5-3-i4;10;0.1;100;30;48;
5;BEP-1-5-5-3-i4;10;0.3;20;30;46;
5;BEP-1-5-5-3-i4;10;0.3;50;30;46;
5;BEP-1-5-5-3-i4;10;0.3;100;30;46;
5;BEP-1-5-5-3-i4;10;0.5;20;30;46;
5;BEP-1-5-5-3-i4;10;0.5;50;30;46;
5;BEP-1-5-5-3-i4;10;0.5;100;30;46;
5;BEP-1-5-5-3-i5;4;0.1;20;30;21;
5;BEP-1-5-5-3-i5;4;0.1;50;30;21;
5;BEP-1-5-5-3-i5;4;0.1;100;30;21;
5;BEP-1-5-5-3-i5;4;0.3;20;30;18;
5;BEP-1-5-5-3-i5;4;0.3;50;30;18;
5;BEP-1-5-5-3-i5;4;0.3;100;30;18;
5;BEP-1-5-5-3-i5;4;0.5;20;30;19;
5;BEP-1-5-5-3-i5;4;0.5;50;30;19;
5;BEP-1-5-5-3-i5;4;0.5;100;30;19;
5;BEP-1-5-5-3-i5;6;0.1;20;30;21;
5;BEP-1-5-5-3-i5;6;0.1;50;30;21;
5;BEP-1-5-5-3-i5;6;0.1;100;30;21;
5;BEP-1-5-5-3-i5;6;0.3;20;30;18;
5;BEP-1-5-5-3-i5;6;0.3;50;30;18;
5;BEP-1-5-5-3-i5;6;0.3;100;30;18;
5;BEP-1-5-5-3-i5;6;0.5;20;30;20;
5;BEP-1-5-5-3-i5;6;0.5;50;30;20;
5;BEP-1-5-5-3-i5;6;0.5;100;30;20;
5;BEP-1-5-5-3-i5;8;0.1;20;30;21;
5;BEP-1-5-5-3-i5;8;0.1;50;30;21;
5;BEP-1-5-5-3-i5;8;0.1;100;30;21;
5;BEP-1-5-5-3-i5;8;0.3;20;30;18;
5;BEP-1-5-5-3-i5;8;0.3;50;30;18;
5;BEP-1-5-5-3-i5;8;0.3;100;30;18;
5;BEP-1-5-5-3-i5;8;0.5;20;30;19;
5;BEP-1-5-5-3-i5;8;0.5;50;30;19;
5;BEP-1-5-5-3-i5;8;0.5;100;30;19;
5;BEP-1-5-5-3-i5;10;0.1;20;30;21;
5;BEP-1-5-5-3-i5;10;0.1;50;30;21;
5;BEP-1-5-5-3-i5;10;0.1;100;30;21;
5;BEP-1-5-5-3-i5;10;0.3;20;30;18;
5;BEP-1-5-5-3-i5;10;0.3;50;30;18;
5;BEP-1-5-5-3-i5;10;0.3;100;30;18;
5;BEP-1-5-5-3-i5;10;0.5;20;30;20;
5;BEP-1-5-5-3-i5;10;0.5;50;30;20;
5;BEP-1-5-5-3-i5;10;0.5;100;30;20;
5;BEP-1-5-5-3-i6;4;0.1;20;30;19;
5;BEP-1-5-5-3-i6;4;0.1;50;30;19;
5;BEP-1-5-5-3-i6;4;0.1;100;30;19;
5;BEP-1-5-5-3-i6;4;0.3;20;30;17;
5;BEP-1-5-5-3-i6;4;0.3;50;30;17;
5;BEP-1-5-5-3-i6;4;0.3;100;30;17;
5;BEP-1-5-5-3-i6;4;0.5;20;30;18;
5;BEP-1-5-5-3-i6;4;0.5;50;30;18;
5;BEP-1-5-5-3-i6;4;0.5;100;30;18;
5;BEP-1-5-5-3-i6;6;0.1;20;30;19;
5;BEP-1-5-5-3-i6;6;0.1;50;30;19;
5;BEP-1-5-5-3-i6;6;0.1;100;30;19;
5;BEP-1-5-5-3-i6;6;0.3;20;30;17;
5;BEP-1-5-5-3-i6;6;0.3;50;30;17;
5;BEP-1-5-5-3-i6;6;0.3;100;30;17;
5;BEP-1-5-5-3-i6;6;0.5;20;30;17;
5;BEP-1-5-5-3-i6;6;0.5;50;30;17;
5;BEP-1-5-5-3-i6;6;0.5;100;30;17;
5;BEP-1-5-5-3-i6;8;0.1;20;30;19;
5;BEP-1-5-5-3-i6;8;0.1;50;30;19;
5;BEP-1-5-5-3-i6;8;0.1;100;30;19;
5;BEP-1-5-5-3-i6;8;0.3;20;30;17;
5;BEP-1-5-5-3-i6;8;0.3;50;30;17;
5;BEP-1-5-5-3-i6;8;0.3;100;30;17;
5;BEP-1-5-5-3-i6;8;0.5;20;30;18;
5;BEP-1-5-5-3-i6;8;0.5;50;30;18;
5;BEP-1-5-5-3-i6;8;0.5;100;30;18;
5;BEP-1-5-5-3-i6;10;0.1;20;30;19;
5;BEP-1-5-5-3-i6;10;0.1;50;30;19;
5;BEP-1-5-5-3-i6;10;0.1;100;30;19;
5;BEP-1-5-5-3-i6;10;0.3;20;30;17;
5;BEP-1-5-5-3-i6;10;0.3;50;30;17;
5;BEP-1-5-5-3-i6;10;0.3;100;30;17;
5;BEP-1-5-5-3-i6;10;0.5;20;30;17;
5;BEP-1-5-5-3-i6;10;0.5;50;30;17;
5;BEP-1-5-5-3-i6;10;0.5;100;30;17;
5;BEP-1-5-5-3-i7;4;0.1;20;30;22;
5;BEP-1-5-5-3-i7;4;0.1;50;30;22;
5;BEP-1-5-5-3-i7;4;0.1;100;30;22;
5;BEP-1-5-5-3-i7;4;0.3;20;30;22;
5;BEP-1-5-5-3-i7;4;0.3;50;30;22;
5;BEP-1-5-5-3-i7;4;0.3;100;30;22;
5;BEP-1-5-5-3-i7;4;0.5;20;30;22;
5;BEP-1-5-5-3-i7;4;0.5;50;30;22;
5;BEP-1-5-5-3-i7;4;0.5;100;30;22;
5;BEP-1-5-5-3-i7;6;0.1;20;30;22;
5;BEP-1-5-5-3-i7;6;0.1;50;30;22;
5;BEP-1-5-5-3-i7;6;0.1;100;30;22;
5;BEP-1-5-5-3-i7;6;0.3;20;30;22;
5;BEP-1-5-5-3-i7;6;0.3;50;30;22;
5;BEP-1-5-5-3-i7;6;0.3;100;30;22;
5;BEP-1-5-5-3-i7;6;0.5;20;30;22;
5;BEP-1-5-5-3-i7;6;0.5;50;30;22;
5;BEP-1-5-5-3-i7;6;0.5;100;30;22;
5;BEP-1-5-5-3-i7;8;0.1;20;30;22;
5;BEP-1-5-5-3-i7;8;0.1;50;30;22;
5;BEP-1-5-5-3-i7;8;0.1;100;30;22;
5;BEP-1-5-5-3-i7;8;0.3;20;30;22;
5;BEP-1-5-5-3-i7;8;0.3;50;30;22;
5;BEP-1-5-5-3-i7;8;0.3;100;30;22;
5;BEP-1-5-5-3-i7;8;0.5;20;30;22;
5;BEP-1-5-5-3-i7;8;0.5;50;30;22;
5;BEP-1-5-5-3-i7;8;0.5;100;30;22;
5;BEP-1-5-5-3-i7;10;0.1;20;30;22;
5;BEP-1-5-5-3-i7;10;0.1;50;30;22;
5;BEP-1-5-5-3-i7;10;0.1;100;30;22;
5;BEP-1-5-5-3-i7;10;0.3;20;30;22;
5;BEP-1-5-5-3-i7;10;0.3;50;30;22;
5;BEP-1-5-5-3-i7;10;0.3;100;30;22;
5;BEP-1-5-5-3-i7;10;0.5;20;30;22;
5;BEP-1-5-5-3-i7;10;0.5;50;30;22;
5;BEP-1-5-5-3-i7;10;0.5;100;30;22;
5;BEP-1-5-5-3-i8;4;0.1;20;30;26;
5;BEP-1-5-5-3-i8;4;0.1;50;30;26;
5;BEP-1-5-5-3-i8;4;0.1;100;30;26;
5;BEP-1-5-5-3-i8;4;0.3;20;30;25;
5;BEP-1-5-5-3-i8;4;0.3;50;30;25;
5;BEP-1-5-5-3-i8;4;0.3;100;30;25;
5;BEP-1-5-5-3-i8;4;0.5;20;30;24;
5;BEP-1-5-5-3-i8;4;0.5;50;30;24;
5;BEP-1-5-5-3-i8;4;0.5;100;30;24;
5;BEP-1-5-5-3-i8;6;0.1;20;30;26;
5;BEP-1-5-5-3-i8;6;0.1;50;30;26;
5;BEP-1-5-5-3-i8;6;0.1;100;30;26;
5;BEP-1-5-5-3-i8;6;0.3;20;30;25;
5;BEP-1-5-5-3-i8;6;0.3;50;30;25;
5;BEP-1-5-5-3-i8;6;0.3;100;30;25;
5;BEP-1-5-5-3-i8;6;0.5;20;30;24;
5;BEP-1-5-5-3-i8;6;0.5;50;30;24;
5;BEP-1-5-5-3-i8;6;0.5;100;30;24;
5;BEP-1-5-5-3-i8;8;0.1;20;30;26;
5;BEP-1-5-5-3-i8;8;0.1;50;30;26;
5;BEP-1-5-5-3-i8;8;0.1;100;30;26;
5;BEP-1-5-5-3-i8;8;0.3;20;30;25;
5;BEP-1-5-5-3-i8;8;0.3;50;30;25;
5;BEP-1-5-5-3-i8;8;0.3;100;30;25;
5;BEP-1-5-5-3-i8;8;0.5;20;30;24;
5;BEP-1-5-5-3-i8;8;0.5;50;30;24;
5;BEP-1-5-5-3-i8;8;0.5;100;30;24;
5;BEP-1-5-5-3-i8;10;0.1;20;30;26;
5;BEP-1-5-5-3-i8;10;0.1;50;30;26;
5;BEP-1-5-5-3-i8;10;0.1;100;30;26;
5;BEP-1-5-5-3-i8;10;0.3;20;30;25;
5;BEP-1-5-5-3-i8;10;0.3;50;30;25;
5;BEP-1-5-5-3-i8;10;0.3;100;30;25;
5;BEP-1-5-5-3-i8;10;0.5;20;30;24;
5;BEP-1-5-5-3-i8;10;0.5;50;30;24;
5;BEP-1-5-5-3-i8;10;0.5;100;30;24;
5;BEP-1-5-5-3-i9;4;0.1;20;30;43;
5;BEP-1-5-5-3-i9;4;0.1;50;30;43;
5;BEP-1-5-5-3-i9;4;0.1;100;30;43;
5;BEP-1-5-5-3-i9;4;0.3;20;30;37;
5;BEP-1-5-5-3-i9;4;0.3;50;30;37;
5;BEP-1-5-5-3-i9;4;0.3;100;30;37;
5;BEP-1-5-5-3-i9;4;0.5;20;30;37;
5;BEP-1-5-5-3-i9;4;0.5;50;30;37;
5;BEP-1-5-5-3-i9;4;0.5;100;30;37;
5;BEP-1-5-5-3-i9;6;0.1;20;30;43;
5;BEP-1-5-5-3-i9;6;0.1;50;30;43;
5;BEP-1-5-5-3-i9;6;0.1;100;30;43;
5;BEP-1-5-5-3-i9;6;0.3;20;30;36;
5;BEP-1-5-5-3-i9;6;0.3;50;30;36;
5;BEP-1-5-5-3-i9;6;0.3;100;30;36;
5;BEP-1-5-5-3-i9;6;0.5;20;30;37;
5;BEP-1-5-5-3-i9;6;0.5;50;30;37;
5;BEP-1-5-5-3-i9;6;0.5;100;30;37;
5;BEP-1-5-5-3-i9;8;0.1;20;30;43;
5;BEP-1-5-5-3-i9;8;0.1;50;30;43;
5;BEP-1-5-5-3-i9;8;0.1;100;30;43;
5;BEP-1-5-5-3-i9;8;0.3;20;30;37;
5;BEP-1-5-5-3-i9;8;0.3;50;30;37;
5;BEP-1-5-5-3-i9;8;0.3;100;30;37;
